name,course_type,institute_name,institute_tier,cgpa,cgpa_scale,year_of_grad,internship_count,internship_months,internship_employer_type,certifications,region,loan_amount,loan_emi,placed_3m,placed_6m,placed_12m,salary_lpa
Student_04469,MCA,University 69,2,8.38,10.0,2025,4,12,Startup,5,South,9.24,0.11,1,1,1,8.56
Student_04470,MBA,State Engineering College 70,2,6.49,10.0,2024,2,6,Startup,2,North,22.57,0.27,1,1,1,11.49
Student_04471,Engineering,Regional Institute 71,2,6.99,10.0,2026,2,10,MNC,1,North,12.2,0.15,0,1,1,
Student_04472,Engineering,College of 72,3,8.04,10.0,2025,0,0,,5,South,12.22,0.15,1,1,1,5.43
Student_04473,Engineering,Regional Institute 73,2,7.16,10.0,2025,0,0,,4,West,13.59,0.16,1,1,1,4.74
Student_04474,MCA,University 74,2,8.89,10.0,2024,1,3,MNC,4,East,11.28,0.14,1,1,1,5.24
Student_04475,Engineering,State Engineering College 75,2,7.81,10.0,2025,1,5,MNC,2,South,14.11,0.17,0,1,1,
Student_04476,Engineering,College of 76,3,7.26,10.0,2025,2,10,MNC,1,East,11.96,0.14,0,1,1,
Student_04477,MBA,Regional Institute 77,2,7.49,10.0,2024,1,6,PSU,4,South,21.04,0.25,0,1,1,
Student_04478,MBA,NIT 78,1,5.56,10.0,2025,1,4,Startup,3,South,25.8,0.31,1,1,1,10.33
Student_04479,MBA,IIT 79,1,7.57,10.0,2025,2,10,MNC,2,North,32.48,0.39,1,1,1,18.72
Student_04480,MBA,BITS 80,1,8.84,10.0,2026,1,3,PSU,4,West,28.85,0.35,0,1,1,
Student_04481,Engineering,State Engineering College 81,2,6.27,10.0,2025,1,4,Startup,0,South,17.52,0.21,1,1,1,8.54
Student_04482,Engineering,University 82,2,6.33,10.0,2025,4,12,Startup,4,South,15.52,0.19,1,1,1,11.02
Student_04483,Engineering,University 83,2,7.99,10.0,2024,4,16,NGO,3,East,16.29,0.2,1,1,1,8.25
Student_04484,MCA,Academy of 84,3,7.12,10.0,2025,4,16,PSU,4,West,7.8,0.09,0,1,1,
Student_04485,Engineering,BITS 85,1,6.29,10.0,2025,1,6,PSU,2,East,20.15,0.24,1,1,1,5.7
Student_04486,Engineering,Regional Institute 86,2,6.62,10.0,2024,3,15,Startup,2,South,13.5,0.16,1,1,1,4.08
Student_04487,MCA,Institute of 87,3,7.34,10.0,2024,0,0,,3,South,6.34,0.08,0,0,1,
Student_04488,MSc,State Engineering College 88,2,7.92,10.0,2024,2,12,NGO,5,South,8.37,0.1,1,1,1,6.53
Student_04489,Engineering,Institute of 89,3,7.3,10.0,2026,0,0,,4,South,8.73,0.1,0,0,1,
Student_04490,MCA,State Engineering College 90,2,7.09,10.0,2026,2,4,Startup,5,North,10.34,0.12,1,1,1,4.56
Student_04491,Engineering,State Engineering College 91,2,8.83,10.0,2026,1,6,MNC,4,East,15.68,0.19,1,1,1,9.84
Student_04492,Engineering,Academy of 92,3,8.92,10.0,2025,1,3,MNC,4,West,11.1,0.13,1,1,1,6.14
Student_04493,MBA,State Engineering College 93,2,7.21,10.0,2024,1,3,MNC,1,South,21.27,0.26,1,1,1,7.55
Student_04494,Engineering,NIT 94,1,9.26,10.0,2026,1,2,PSU,5,Central,25.86,0.31,1,1,1,21.81
Student_04495,Engineering,Institute of 95,3,7.51,10.0,2024,0,0,,4,North,9.25,0.11,0,0,0,
Student_04496,MBA,IIT 96,1,7.26,10.0,2026,2,4,PSU,3,North,24.38,0.29,1,1,1,27.37
Student_04497,MCA,Academy of 97,3,9.36,10.0,2025,0,0,,4,South,7.25,0.09,1,1,1,4.21
Student_04498,Engineering,College of 98,3,7.02,10.0,2026,2,6,NGO,1,South,12.03,0.14,1,1,1,3.15
Student_04499,Engineering,State Engineering College 99,2,7.44,10.0,2024,2,6,NGO,3,South,13.74,0.16,1,1,1,4.62
Student_04500,MBA,Regional Institute 00,2,5.7,10.0,2026,1,2,MNC,2,East,18.66,0.22,1,1,1,6.59
Student_04501,MBA,Institute of 01,3,5.93,10.0,2025,3,15,Startup,1,West,14.2,0.17,1,1,1,6.22
Student_04502,MCA,University 02,2,7.98,10.0,2025,3,9,MNC,4,South,10.61,0.13,1,1,1,5.86
Student_04503,Engineering,Institute of 03,3,7.88,10.0,2024,1,2,MNC,3,Central,10.92,0.13,1,1,1,3.47
Student_04504,MBA,State Engineering College 04,2,6.32,10.0,2025,1,2,Startup,2,West,17.19,0.21,1,1,1,10.75
Student_04505,Engineering,Regional Institute 05,2,8.38,10.0,2024,1,5,Startup,4,Central,16.26,0.2,1,1,1,7.8
Student_04506,Engineering,Regional Institute 06,2,6.46,10.0,2026,5,20,MNC,3,East,14.38,0.17,0,0,1,
Student_04507,Engineering,Institute of 07,3,6.98,10.0,2025,3,12,MNC,2,North,9.55,0.11,0,1,1,
Student_04508,MBA,NIT 08,1,6.51,10.0,2025,1,2,NGO,2,North,35.86,0.43,1,1,1,12.75
Student_04509,MSc,Academy of 09,3,4.27,10.0,2024,2,6,NGO,0,South,5.55,0.07,1,1,1,3.0
Student_04510,MSc,Regional Institute 10,2,8.83,10.0,2026,1,4,Startup,5,North,7.79,0.09,1,1,1,5.76
Student_04511,MSc,State Engineering College 11,2,6.3,10.0,2024,0,0,,2,South,8.58,0.1,0,1,1,
Student_04512,MBA,NIT 12,1,8.24,10.0,2026,0,0,,2,West,35.97,0.43,1,1,1,12.42
Student_04513,MCA,University 13,2,7.98,10.0,2025,1,6,Startup,4,North,10.44,0.13,1,1,1,4.75
Student_04514,Engineering,BITS 14,1,7.11,10.0,2026,2,12,MNC,3,South,22.27,0.27,1,1,1,11.03
Student_04515,Engineering,BITS 15,1,7.33,10.0,2025,3,12,MNC,3,West,26.18,0.31,1,1,1,7.78
Student_04516,Engineering,State Engineering College 16,2,6.49,10.0,2025,2,4,Startup,2,West,14.45,0.17,1,1,1,4.23
Student_04517,Engineering,IIT 17,1,6.46,10.0,2024,2,10,MNC,3,South,18.88,0.23,1,1,1,13.29
Student_04518,MCA,Institute of 18,3,7.67,10.0,2024,1,3,NGO,4,West,6.13,0.07,0,1,1,
Student_04519,MBA,College of 19,3,9.27,10.0,2025,3,15,PSU,4,South,13.77,0.17,0,1,1,
Student_04520,Engineering,State Engineering College 20,2,6.67,10.0,2025,2,4,Startup,3,West,17.52,0.21,1,1,1,6.78
Student_04521,Engineering,Institute of 21,3,8.58,10.0,2026,2,4,MNC,5,North,9.78,0.12,1,1,1,3.02
Student_04522,Engineering,State Engineering College 22,2,6.06,10.0,2024,1,5,MNC,3,East,12.24,0.15,1,1,1,3.71
Student_04523,Engineering,Regional Institute 23,2,7.94,10.0,2024,3,18,MNC,3,Central,17.05,0.2,1,1,1,7.24
Student_04524,MCA,NIT 24,1,9.01,10.0,2025,2,8,Startup,2,North,16.01,0.19,1,1,1,8.96
Student_04525,MSc,State Engineering College 25,2,7.03,10.0,2026,2,8,Startup,4,North,9.38,0.11,0,1,1,
Student_04526,Engineering,IIT 26,1,8.64,10.0,2024,1,5,PSU,5,East,18.37,0.22,1,1,1,8.89
Student_04527,MBA,Regional Institute 27,2,5.34,10.0,2025,2,12,PSU,0,West,23.22,0.28,1,1,1,5.9
Student_04528,MSc,State Engineering College 28,2,6.89,10.0,2025,2,10,Startup,2,West,6.41,0.08,1,1,1,3.91
Student_04529,MBA,Regional Institute 29,2,7.27,10.0,2026,3,18,PSU,2,West,21.64,0.26,1,1,1,8.32
Student_04530,Engineering,College of 30,3,8.2,10.0,2025,1,3,MNC,3,North,11.17,0.13,1,1,1,4.71
Student_04531,Engineering,University 31,2,8.18,10.0,2025,1,3,PSU,4,West,17.11,0.21,1,1,1,12.29
Student_04532,MBA,College of 32,3,8.52,10.0,2026,0,0,,4,North,12.12,0.15,1,1,1,5.37
Student_04533,MBA,University 33,2,8.35,10.0,2025,0,0,,3,South,21.67,0.26,1,1,1,7.0
Student_04534,Engineering,State Engineering College 34,2,6.23,10.0,2024,2,10,MNC,3,North,14.54,0.17,1,1,1,10.86
Student_04535,Engineering,Regional Institute 35,2,6.88,10.0,2026,1,2,MNC,4,South,15.26,0.18,1,1,1,5.39
Student_04536,MSc,BITS 36,1,8.74,10.0,2026,2,4,MNC,5,South,13.8,0.17,1,1,1,10.87
Student_04537,Engineering,University 37,2,10.0,10.0,2025,1,4,PSU,5,North,17.91,0.21,1,1,1,5.0
Student_04538,Engineering,Institute of 38,3,9.69,10.0,2024,3,18,Startup,5,Central,9.48,0.11,1,1,1,5.95
Student_04539,Engineering,Academy of 39,3,7.27,10.0,2024,2,4,MNC,2,West,9.22,0.11,1,1,1,3.25
Student_04540,MSc,College of 40,3,6.82,10.0,2024,2,6,PSU,0,East,5.28,0.06,0,0,1,
Student_04541,MBA,Regional Institute 41,2,6.69,10.0,2025,2,10,Startup,2,North,23.28,0.28,0,1,1,
Student_04542,MSc,Academy of 42,3,7.56,10.0,2025,0,0,,3,South,6.02,0.07,1,1,1,3.0
Student_04543,Engineering,College of 43,3,6.97,10.0,2025,2,8,PSU,2,South,11.18,0.13,1,1,1,4.96
Student_04544,Engineering,BITS 44,1,6.33,10.0,2026,2,10,Startup,1,North,24.4,0.29,1,1,1,7.89
Student_04545,Engineering,Regional Institute 45,2,6.28,10.0,2024,1,2,MNC,2,North,16.96,0.2,1,1,1,8.93
Student_04546,MBA,State Engineering College 46,2,10.0,10.0,2026,0,0,,5,South,17.66,0.21,1,1,1,14.19
Student_04547,MBA,State Engineering College 47,2,7.28,10.0,2025,0,0,,2,South,16.93,0.2,1,1,1,7.08
Student_04548,Engineering,State Engineering College 48,2,8.28,10.0,2025,1,3,PSU,4,South,17.3,0.21,1,1,1,8.55
Student_04549,MBA,Institute of 49,3,5.24,10.0,2025,0,0,,0,South,13.56,0.16,0,1,1,
Student_04550,Engineering,IIT 50,1,8.58,10.0,2024,1,6,Startup,4,Central,21.54,0.26,1,1,1,10.56
Student_04551,Engineering,State Engineering College 51,2,7.06,10.0,2024,2,6,MNC,5,West,14.55,0.17,0,1,1,
Student_04552,Engineering,NIT 52,1,7.15,10.0,2026,1,2,MNC,2,South,19.35,0.23,1,1,1,10.06
Student_04553,Engineering,BITS 53,1,5.97,10.0,2024,1,4,Startup,0,Central,19.9,0.24,1,1,1,15.57
Student_04554,Engineering,University 54,2,7.86,10.0,2025,1,2,MNC,2,East,14.25,0.17,1,1,1,10.33
Student_04555,Engineering,University 55,2,6.06,10.0,2024,0,0,,1,North,12.21,0.15,0,1,1,
Student_04556,Engineering,BITS 56,1,8.13,10.0,2025,1,6,Startup,4,North,25.99,0.31,1,1,1,12.31
Student_04557,MBA,University 57,2,5.44,10.0,2025,0,0,,1,South,16.93,0.2,1,1,1,10.33
Student_04558,Engineering,NIT 58,1,7.04,10.0,2024,2,6,PSU,2,South,20.84,0.25,1,1,1,10.11
Student_04559,Engineering,University 59,2,6.63,10.0,2025,2,10,MNC,1,West,14.1,0.17,1,1,1,4.7
Student_04560,Engineering,Regional Institute 60,2,7.74,10.0,2024,3,15,NGO,4,West,13.02,0.16,1,1,1,8.27
Student_04561,MBA,Regional Institute 61,2,7.49,10.0,2024,1,6,MNC,3,Central,23.97,0.29,1,1,1,5.85
Student_04562,Engineering,College of 62,3,5.96,10.0,2025,0,0,,0,South,8.41,0.1,0,0,0,
Student_04563,Engineering,State Engineering College 63,2,7.73,10.0,2025,3,15,Startup,3,North,15.02,0.18,1,1,1,6.21
Student_04564,Engineering,IIT 64,1,8.5,10.0,2025,1,6,MNC,4,South,19.91,0.24,1,1,1,21.66
Student_04565,Engineering,Institute of 65,3,6.26,10.0,2024,2,4,MNC,2,East,11.67,0.14,0,1,1,
Student_04566,MCA,University 66,2,8.55,10.0,2025,1,4,NGO,3,West,9.05,0.11,1,1,1,5.78
Student_04567,MSc,University 67,2,8.45,10.0,2025,0,0,,1,North,8.42,0.1,1,1,1,7.06
Student_04568,MBA,Regional Institute 68,2,7.39,10.0,2025,2,4,PSU,1,North,18.95,0.23,1,1,1,6.28
Student_04569,MCA,College of 69,3,4.77,10.0,2025,3,9,PSU,0,West,6.42,0.08,1,1,1,4.1
Student_04570,MBA,IIT 70,1,7.48,10.0,2024,2,12,NGO,3,South,27.35,0.33,0,1,1,
Student_04571,Engineering,Regional Institute 71,2,5.66,10.0,2025,3,15,PSU,2,North,15.08,0.18,1,1,1,5.39
Student_04572,MBA,State Engineering College 72,2,8.44,10.0,2024,2,12,MNC,3,South,16.66,0.2,1,1,1,13.73
Student_04573,Engineering,Institute of 73,3,6.04,10.0,2025,5,25,PSU,1,West,11.56,0.14,1,1,1,3.58
Student_04574,Engineering,State Engineering College 74,2,8.59,10.0,2024,2,10,MNC,4,South,15.6,0.19,1,1,1,8.6
Student_04575,Engineering,NIT 75,1,9.65,10.0,2025,4,12,NGO,5,West,26.44,0.32,1,1,1,16.76
Student_04576,Engineering,University 76,2,8.05,10.0,2024,1,6,Startup,3,South,13.93,0.17,1,1,1,8.61
Student_04577,Engineering,Academy of 77,3,6.76,10.0,2026,2,10,MNC,4,South,8.6,0.1,1,1,1,3.18
Student_04578,Engineering,University 78,2,8.48,10.0,2024,3,6,PSU,4,East,15.01,0.18,1,1,1,11.08
Student_04579,MSc,Institute of 79,3,6.65,10.0,2024,1,5,PSU,3,East,5.94,0.07,0,0,0,
Student_04580,MBA,State Engineering College 80,2,5.19,10.0,2024,0,0,,1,North,22.48,0.27,0,0,0,
Student_04581,Engineering,State Engineering College 81,2,7.36,10.0,2024,1,5,NGO,3,East,13.32,0.16,1,1,1,5.88
Student_04582,Engineering,State Engineering College 82,2,8.73,10.0,2024,3,12,Startup,4,South,12.61,0.15,1,1,1,10.64
Student_04583,Engineering,State Engineering College 83,2,8.59,10.0,2024,3,6,MNC,4,West,14.47,0.17,1,1,1,10.6
Student_04584,MCA,State Engineering College 84,2,6.65,10.0,2024,0,0,,2,East,9.57,0.11,0,0,1,
Student_04585,MSc,University 85,2,6.84,10.0,2025,1,3,Startup,2,West,7.36,0.09,1,1,1,4.19
Student_04586,Engineering,Regional Institute 86,2,7.03,10.0,2025,2,8,Startup,4,Central,13.16,0.16,1,1,1,3.77
Student_04587,Engineering,State Engineering College 87,2,7.41,10.0,2026,1,2,PSU,3,West,16.45,0.2,1,1,1,11.22
Student_04588,Engineering,Regional Institute 88,2,7.98,10.0,2025,1,2,Startup,2,West,17.96,0.22,1,1,1,11.2
Student_04589,Engineering,State Engineering College 89,2,6.74,10.0,2026,0,0,,4,South,14.65,0.18,0,0,1,
Student_04590,Engineering,Institute of 90,3,6.64,10.0,2026,2,8,MNC,1,West,9.37,0.11,1,1,1,4.29
Student_04591,Engineering,Regional Institute 91,2,7.29,10.0,2025,0,0,,3,North,15.67,0.19,0,1,1,
Student_04592,Engineering,Institute of 92,3,4.79,10.0,2026,1,3,PSU,0,East,9.09,0.11,0,1,1,
Student_04593,MSc,Regional Institute 93,2,7.08,10.0,2025,0,0,,1,North,6.83,0.08,1,1,1,5.92
Student_04594,Engineering,University 94,2,8.5,10.0,2024,0,0,,5,North,14.31,0.17,1,1,1,7.58
Student_04595,MCA,Institute of 95,3,8.5,10.0,2025,3,9,NGO,3,North,5.65,0.07,1,1,1,3.0
Student_04596,MCA,IIT 96,1,6.09,10.0,2024,2,6,PSU,3,North,17.8,0.21,1,1,1,12.15
Student_04597,MBA,University 97,2,9.23,10.0,2026,2,4,NGO,5,Central,16.66,0.2,1,1,1,9.69
Student_04598,MCA,Academy of 98,3,8.73,10.0,2024,2,4,Startup,3,South,7.61,0.09,1,1,1,3.47
Student_04599,MBA,Regional Institute 99,2,7.99,10.0,2024,0,0,,4,East,23.74,0.28,1,1,1,9.35
Student_04600,Engineering,College of 00,3,5.84,10.0,2025,4,24,MNC,2,South,9.21,0.11,0,1,1,
Student_04601,Engineering,Institute of 01,3,6.61,10.0,2024,2,4,MNC,3,South,10.79,0.13,0,0,0,
Student_04602,Engineering,Regional Institute 02,2,9.0,10.0,2025,1,5,MNC,5,South,16.96,0.2,1,1,1,8.3
Student_04603,Engineering,Institute of 03,3,6.53,10.0,2025,0,0,,1,West,12.23,0.15,0,0,0,
Student_04604,Engineering,State Engineering College 04,2,7.47,10.0,2024,2,8,MNC,4,South,17.24,0.21,0,1,1,
Student_04605,Engineering,Institute of 05,3,7.26,10.0,2026,4,24,Startup,2,South,11.59,0.14,1,1,1,4.96
Student_04606,MBA,IIT 06,1,7.01,10.0,2025,2,10,Startup,3,South,26.45,0.32,1,1,1,12.41
Student_04607,Engineering,Regional Institute 07,2,6.52,10.0,2025,2,8,PSU,2,North,13.72,0.16,1,1,1,4.99
Student_04608,MBA,NIT 08,1,8.26,10.0,2026,3,18,MNC,3,East,34.52,0.41,1,1,1,13.46
Student_04609,MBA,NIT 09,1,8.46,10.0,2024,1,3,MNC,3,North,34.6,0.42,1,1,1,15.74
Student_04610,Engineering,Institute of 10,3,9.53,10.0,2026,1,3,MNC,5,South,9.92,0.12,0,1,1,
Student_04611,MBA,College of 11,3,7.68,10.0,2025,1,5,PSU,2,East,14.57,0.17,0,1,1,
Student_04612,Engineering,Regional Institute 12,2,6.98,10.0,2025,3,9,MNC,3,Central,14.39,0.17,1,1,1,4.59
Student_04613,Engineering,BITS 13,1,7.92,10.0,2024,1,3,MNC,3,North,23.64,0.28,1,1,1,5.63
Student_04614,MBA,IIT 14,1,8.17,10.0,2026,1,4,NGO,5,West,27.88,0.33,1,1,1,9.9
Student_04615,Engineering,State Engineering College 15,2,8.01,10.0,2025,2,4,MNC,3,West,16.08,0.19,1,1,1,13.17
Student_04616,Engineering,Academy of 16,3,8.17,10.0,2024,4,24,Startup,3,East,11.92,0.14,1,1,1,5.76
Student_04617,MBA,University 17,2,8.48,10.0,2025,1,3,Startup,4,North,22.42,0.27,1,1,1,12.33
Student_04618,Engineering,College of 18,3,7.14,10.0,2026,0,0,,3,East,10.92,0.13,0,0,1,
Student_04619,Engineering,State Engineering College 19,2,9.09,10.0,2025,2,12,MNC,4,Central,15.46,0.19,1,1,1,7.38
Student_04620,Engineering,University 20,2,9.13,10.0,2024,0,0,,1,South,17.28,0.21,0,1,1,
Student_04621,MBA,Institute of 21,3,8.31,10.0,2024,2,4,Startup,4,West,15.24,0.18,1,1,1,4.02
Student_04622,Engineering,University 22,2,8.94,10.0,2025,2,6,PSU,5,South,14.43,0.17,1,1,1,6.29
Student_04623,MBA,Regional Institute 23,2,8.1,10.0,2026,0,0,,5,North,19.47,0.23,1,1,1,20.48
Student_04624,Engineering,University 24,2,6.31,10.0,2025,3,18,NGO,0,West,12.67,0.15,1,1,1,8.04
Student_04625,MCA,IIT 25,1,7.43,10.0,2025,5,30,NGO,3,South,16.54,0.2,1,1,1,10.97
Student_04626,MCA,Academy of 26,3,7.62,10.0,2024,0,0,,5,East,5.72,0.07,0,0,1,
Student_04627,Engineering,College of 27,3,9.1,10.0,2025,1,5,Startup,5,North,9.5,0.11,1,1,1,5.99
Student_04628,Engineering,Regional Institute 28,2,7.42,10.0,2025,2,4,MNC,4,North,17.54,0.21,0,1,1,
Student_04629,Engineering,University 29,2,8.12,10.0,2024,2,8,NGO,3,North,17.75,0.21,1,1,1,7.94
Student_04630,Engineering,Regional Institute 30,2,9.37,10.0,2025,1,3,Startup,4,South,16.77,0.2,1,1,1,7.29
Student_04631,Engineering,Academy of 31,3,6.23,10.0,2026,0,0,,2,East,9.61,0.12,0,0,0,
Student_04632,MBA,BITS 32,1,8.9,10.0,2026,2,4,PSU,3,North,33.43,0.4,1,1,1,14.53
Student_04633,Engineering,Regional Institute 33,2,6.79,10.0,2025,1,6,NGO,1,West,16.89,0.2,1,1,1,4.92
Student_04634,MSc,University 34,2,6.9,10.0,2024,2,6,PSU,3,West,8.47,0.1,0,1,1,
Student_04635,Engineering,IIT 35,1,8.78,10.0,2025,0,0,,5,South,19.85,0.24,1,1,1,12.47
Student_04636,Engineering,NIT 36,1,6.64,10.0,2024,0,0,,2,West,23.94,0.29,0,1,1,
Student_04637,Engineering,Institute of 37,3,6.32,10.0,2025,1,6,MNC,1,North,10.97,0.13,0,0,1,
Student_04638,Engineering,State Engineering College 38,2,7.74,10.0,2024,1,4,NGO,4,North,13.63,0.16,1,1,1,9.6
Student_04639,Engineering,Regional Institute 39,2,8.29,10.0,2026,1,4,PSU,2,South,13.84,0.17,1,1,1,7.04
Student_04640,Engineering,Academy of 40,3,5.22,10.0,2025,1,6,PSU,0,North,9.12,0.11,0,0,1,
Student_04641,MBA,IIT 41,1,7.0,10.0,2026,2,12,Startup,2,Central,34.33,0.41,1,1,1,9.93
Student_04642,MSc,BITS 42,1,8.13,10.0,2026,1,2,MNC,3,Central,9.93,0.12,1,1,1,11.59
Student_04643,Engineering,University 43,2,8.2,10.0,2024,0,0,,3,West,17.48,0.21,1,1,1,8.69
Student_04644,MCA,Academy of 44,3,7.04,10.0,2025,1,6,MNC,4,South,7.48,0.09,0,1,1,
Student_04645,MCA,University 45,2,7.15,10.0,2025,0,0,,2,Central,9.54,0.11,1,1,1,5.59
Student_04646,MBA,University 46,2,9.75,10.0,2025,4,20,PSU,5,Central,21.75,0.26,1,1,1,10.45
Student_04647,MSc,University 47,2,7.26,10.0,2026,0,0,,3,South,7.73,0.09,0,1,1,
Student_04648,MSc,State Engineering College 48,2,5.62,10.0,2024,0,0,,3,South,8.89,0.11,0,0,1,
Student_04649,MBA,College of 49,3,7.24,10.0,2026,2,12,Startup,4,South,16.02,0.19,0,1,1,
Student_04650,MSc,Institute of 50,3,7.6,10.0,2025,1,4,NGO,5,West,5.01,0.06,1,1,1,3.0
Student_04651,Engineering,State Engineering College 51,2,9.3,10.0,2025,1,5,NGO,4,South,16.54,0.2,1,1,1,14.49
Student_04652,Engineering,College of 52,3,9.18,10.0,2025,2,4,NGO,5,South,11.23,0.13,1,1,1,7.72
Student_04653,MBA,IIT 53,1,9.17,10.0,2025,3,15,MNC,5,South,34.94,0.42,1,1,1,22.71
Student_04654,Engineering,State Engineering College 54,2,6.68,10.0,2024,2,8,MNC,3,South,12.89,0.15,1,1,1,7.05
Student_04655,MBA,State Engineering College 55,2,5.64,10.0,2024,0,0,,2,East,16.85,0.2,1,1,1,8.52
Student_04656,MBA,IIT 56,1,6.08,10.0,2026,3,18,PSU,0,North,31.18,0.37,1,1,1,12.11
Student_04657,Engineering,Regional Institute 57,2,7.95,10.0,2025,0,0,,4,East,15.16,0.18,1,1,1,6.74
Student_04658,Engineering,IIT 58,1,6.63,10.0,2025,2,10,NGO,4,North,26.0,0.31,1,1,1,8.84
Student_04659,Engineering,BITS 59,1,5.61,10.0,2024,2,6,NGO,0,East,21.13,0.25,1,1,1,9.06
Student_04660,MBA,Institute of 60,3,7.99,10.0,2024,3,12,Startup,3,North,12.51,0.15,1,1,1,7.2
Student_04661,MBA,College of 61,3,6.65,10.0,2025,0,0,,3,South,12.9,0.15,0,0,0,
Student_04662,MSc,Academy of 62,3,6.74,10.0,2026,0,0,,2,East,6.16,0.07,0,1,1,
Student_04663,MSc,State Engineering College 63,2,6.35,10.0,2024,2,12,Startup,4,West,7.48,0.09,0,1,1,
Student_04664,MBA,Academy of 64,3,8.21,10.0,2025,0,0,,2,East,15.02,0.18,1,1,1,9.1
Student_04665,MBA,NIT 65,1,8.38,10.0,2026,0,0,,5,North,31.3,0.38,1,1,1,9.52
Student_04666,Engineering,Regional Institute 66,2,8.51,10.0,2025,0,0,,4,North,14.42,0.17,0,1,1,
Student_04667,Engineering,University 67,2,9.08,10.0,2024,2,8,Startup,4,South,17.74,0.21,1,1,1,9.16
Student_04668,Engineering,State Engineering College 68,2,6.46,10.0,2025,4,24,MNC,2,East,12.44,0.15,1,1,1,5.45
Student_04669,MCA,IIT 69,1,7.85,10.0,2025,0,0,,4,South,16.11,0.19,1,1,1,9.65
Student_04670,Engineering,Institute of 70,3,5.84,10.0,2025,1,2,MNC,0,South,9.04,0.11,1,1,1,7.23
Student_04671,MSc,Academy of 71,3,8.72,10.0,2024,2,8,PSU,3,West,5.65,0.07,1,1,1,4.73
Student_04672,MSc,Regional Institute 72,2,8.33,10.0,2024,2,12,Startup,3,Central,8.94,0.11,1,1,1,4.44
Student_04673,MCA,University 73,2,7.57,10.0,2024,0,0,,2,South,8.25,0.1,1,1,1,3.16
Student_04674,Engineering,Regional Institute 74,2,7.01,10.0,2025,3,18,NGO,0,East,15.73,0.19,0,1,1,
Student_04675,MCA,Institute of 75,3,5.66,10.0,2026,2,6,Startup,1,West,6.96,0.08,0,1,1,
Student_04676,MBA,BITS 76,1,7.54,10.0,2025,2,6,MNC,3,East,34.45,0.41,1,1,1,15.36
Student_04677,MCA,Institute of 77,3,7.27,10.0,2026,3,6,MNC,0,East,7.42,0.09,1,1,1,3.0
Student_04678,Engineering,College of 78,3,7.5,10.0,2024,3,15,NGO,4,South,9.65,0.12,1,1,1,4.54
Student_04679,Engineering,Academy of 79,3,6.02,10.0,2024,5,20,PSU,1,South,12.41,0.15,1,1,1,6.23
Student_04680,Engineering,Academy of 80,3,6.08,10.0,2024,1,3,MNC,4,South,9.9,0.12,0,1,1,
Student_04681,Engineering,University 81,2,7.98,10.0,2024,1,6,PSU,4,West,14.4,0.17,1,1,1,4.46
Student_04682,Engineering,University 82,2,6.97,10.0,2025,0,0,,4,South,13.4,0.16,0,0,0,
Student_04683,Engineering,Regional Institute 83,2,7.52,10.0,2024,0,0,,5,West,12.4,0.15,1,1,1,4.0
Student_04684,MSc,IIT 84,1,6.72,10.0,2025,4,16,Startup,2,South,10.97,0.13,0,1,1,
Student_04685,MSc,Regional Institute 85,2,7.4,10.0,2026,2,6,Startup,3,South,6.77,0.08,1,1,1,5.46
Student_04686,Engineering,IIT 86,1,5.12,10.0,2024,1,3,Startup,2,South,25.09,0.3,1,1,1,14.22
Student_04687,MBA,College of 87,3,7.76,10.0,2026,0,0,,3,North,16.35,0.2,0,0,1,
Student_04688,MSc,Academy of 88,3,7.06,10.0,2026,1,3,MNC,2,South,5.81,0.07,1,1,1,3.78
Student_04689,MSc,BITS 89,1,7.08,10.0,2026,3,6,PSU,3,Central,11.57,0.14,1,1,1,7.92
Student_04690,Engineering,University 90,2,7.48,10.0,2024,2,10,MNC,3,South,12.99,0.16,1,1,1,5.42
Student_04691,Engineering,IIT 91,1,7.78,10.0,2024,2,8,PSU,4,North,21.94,0.26,1,1,1,8.82
Student_04692,Engineering,State Engineering College 92,2,8.12,10.0,2025,2,4,Startup,5,North,14.01,0.17,1,1,1,6.78
Student_04693,Engineering,Academy of 93,3,7.54,10.0,2026,1,6,MNC,5,North,8.92,0.11,1,1,1,3.0
Student_04694,MBA,State Engineering College 94,2,8.32,10.0,2026,2,4,Startup,5,East,18.49,0.22,1,1,1,14.88
Student_04695,MSc,Regional Institute 95,2,8.81,10.0,2026,3,6,Startup,4,South,7.42,0.09,1,1,1,4.55
Student_04696,MBA,BITS 96,1,8.4,10.0,2025,5,30,MNC,3,North,25.05,0.3,1,1,1,13.02
Student_04697,MBA,Regional Institute 97,2,8.57,10.0,2025,0,0,,5,Central,18.6,0.22,1,1,1,10.04
Student_04698,MBA,Regional Institute 98,2,7.33,10.0,2024,2,12,Startup,2,North,16.26,0.2,1,1,1,9.99
Student_04699,MBA,Regional Institute 99,2,6.55,10.0,2024,2,8,Startup,1,North,21.71,0.26,1,1,1,6.12
Student_04700,MSc,Regional Institute 00,2,5.94,10.0,2025,3,6,Startup,2,West,8.18,0.1,1,1,1,3.71
Student_04701,MCA,University 01,2,6.76,10.0,2024,5,30,PSU,2,East,11.06,0.13,1,1,1,7.79
Student_04702,MCA,Institute of 02,3,9.59,10.0,2025,0,0,,4,South,7.0,0.08,0,1,1,
Student_04703,Engineering,Academy of 03,3,8.85,10.0,2025,1,3,MNC,5,West,9.53,0.11,1,1,1,5.37
